"MTU","Out Area","In Area","Physical Flow (MW)"
"01/01/2024 09:00:00 - 01/01/2024 10:00:00","BZN|FR","BZN|CH","1846.00"
"01/01/2024 09:00:00 - 01/01/2024 10:00:00","BZN|FR","BZN|ES","2685.00"
"01/01/2024 09:00:00 - 01/01/2024 10:00:00","BZN|FR","BZN|GB","1141.00"
"01/01/2024 09:00:00 - 01/01/2024 10:00:00","BZN|FR","BZN|GB(ElecLink)","708.00"
"01/01/2024 09:00:00 - 01/01/2024 10:00:00","BZN|FR","BZN|GB(IFA2)","4.00"
"01/01/2024 09:00:00 - 01/01/2024 10:00:00","BZN|GB","BZN|FR","0.00"
"01/01/2024 09:00:00 - 01/01/2024 10:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"01/01/2024 09:00:00 - 01/01/2024 10:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|IT-North","BZN|FR","0.00"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|DE-LU","BZN|FR","0.00"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|BE","BZN|FR","1234.26"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|CH","BZN|FR","0.00"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|ES","BZN|FR","0.00"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|FR","BZN|IT-North","1137.00"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|FR","BZN|DE-LU","253.50"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|FR","BZN|GB(IFA)","1227.75"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|FR","BZN|BE","0.00"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|FR","BZN|CH","1590.75"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|FR","BZN|ES","2837.60"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|FR","BZN|GB","1770.75"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|FR","BZN|GB(ElecLink)","539.00"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|FR","BZN|GB(IFA2)","4.00"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|GB","BZN|FR","0.00"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|IT-North","BZN|FR","0.00"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|DE-LU","BZN|FR","0.00"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|BE","BZN|FR","883.84"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|CH","BZN|FR","0.00"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|ES","BZN|FR","0.00"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|FR","BZN|IT-North","1075.00"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|FR","BZN|DE-LU","330.22"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|FR","BZN|GB(IFA)","2028.00"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|FR","BZN|BE","0.00"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|FR","BZN|CH","1215.00"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|FR","BZN|ES","2482.62"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|FR","BZN|GB","3044.00"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|FR","BZN|GB(ElecLink)","1012.00"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|FR","BZN|GB(IFA2)","4.00"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|GB","BZN|FR","0.00"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|IT-North","BZN|FR","0.00"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|DE-LU","BZN|FR","0.00"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|BE","BZN|FR","477.26"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|CH","BZN|FR","0.00"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|ES","BZN|FR","0.00"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|FR","BZN|IT-North","1179.25"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|FR","BZN|DE-LU","699.50"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|FR","BZN|GB(IFA)","2027.25"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|FR","BZN|BE","0.00"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|FR","BZN|CH","1436.75"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|FR","BZN|ES","1966.64"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|FR","BZN|GB","3054.25"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|FR","BZN|GB(ElecLink)","1023.00"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|FR","BZN|GB(IFA2)","4.00"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|GB","BZN|FR","0.00"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|IT-North","BZN|FR","0.00"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|DE-LU","BZN|FR","0.00"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|BE","BZN|FR","177.57"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|CH","BZN|FR","0.00"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|ES","BZN|FR","0.00"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|FR","BZN|IT-North","1497.25"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|FR","BZN|DE-LU","1360.07"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|FR","BZN|GB(IFA)","2030.00"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|FR","BZN|BE","8.44"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|FR","BZN|CH","1806.00"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|FR","BZN|ES","1813.16"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|FR","BZN|GB","3057.00"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|FR","BZN|GB(ElecLink)","1023.00"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|FR","BZN|GB(IFA2)","4.00"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|GB","BZN|FR","0.00"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|IT-North","BZN|FR","0.00"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|DE-LU","BZN|FR","0.00"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|BE","BZN|FR","0.00"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|CH","BZN|FR","0.00"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|ES","BZN|FR","3.95"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|FR","BZN|IT-North","2128.50"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|FR","BZN|DE-LU","2339.37"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|FR","BZN|GB(IFA)","2027.00"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|FR","BZN|BE","642.50"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|FR","BZN|CH","2495.50"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|FR","BZN|ES","660.44"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|FR","BZN|GB","3054.00"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|FR","BZN|GB(ElecLink)","1023.00"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|FR","BZN|GB(IFA2)","4.00"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|GB","BZN|FR","0.00"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|IT-North","BZN|FR","0.00"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|DE-LU","BZN|FR","0.00"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|BE","BZN|FR","0.00"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|CH","BZN|FR","0.00"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|ES","BZN|FR","1619.25"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|FR","BZN|IT-North","2492.50"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|FR","BZN|DE-LU","3091.79"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|FR","BZN|GB(IFA)","2026.25"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|FR","BZN|BE","2454.69"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|FR","BZN|CH","2976.75"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|FR","BZN|ES","0.00"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|FR","BZN|GB","3052.75"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|FR","BZN|GB(ElecLink)","1023.00"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|FR","BZN|GB(IFA2)","3.50"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|GB","BZN|FR","0.00"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|IT-North","BZN|FR","0.00"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|DE-LU","BZN|FR","0.00"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|BE","BZN|FR","0.00"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|CH","BZN|FR","0.00"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|ES","BZN|FR","408.49"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|FR","BZN|IT-North","2566.25"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|FR","BZN|DE-LU","3481.61"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|FR","BZN|GB(IFA)","2026.75"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|FR","BZN|BE","3159.53"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|FR","BZN|CH","2754.50"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|FR","BZN|ES","441.76"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|FR","BZN|GB","3053.25"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|FR","BZN|GB(ElecLink)","1023.00"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|FR","BZN|GB(IFA2)","3.50"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|GB","BZN|FR","0.00"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"01/01/2024 17:00:00 - 01/01/2024 18:00:00","BZN|IT-North","BZN|FR","0.00"
"01/01/2024 17:00:00 - 01/01/2024 18:00:00","BZN|DE-LU","BZN|FR","0.00"
"01/01/2024 17:00:00 - 01/01/2024 18:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"01/01/2024 17:00:00 - 01/01/2024 18:00:00","BZN|BE","BZN|FR","0.00"
"01/01/2024 17:00:00 - 01/01/2024 18:00:00","BZN|CH","BZN|FR","0.00"
"01/01/2024 17:00:00 - 01/01/2024 18:00:00","BZN|ES","BZN|FR","0.00"
"01/01/2024 17:00:00 - 01/01/2024 18:00:00","BZN|FR","BZN|IT-North","2356.75"
"01/01/2024 17:00:00 - 01/01/2024 18:00:00","BZN|FR","BZN|DE-LU","3142.26"
"01/01/2024 17:00:00 - 01/01/2024 18:00:00","BZN|FR","BZN|GB(IFA)","2029.75"
"01/01/2024 17:00:00 - 01/01/2024 18:00:00","BZN|FR","BZN|BE","2716.88"
"01/01/2024 17:00:00 - 01/01/2024 18:00:00","BZN|FR","BZN|CH","2244.75"
"01/01/2024 17:00:00 - 01/01/2024 18:00:00","BZN|FR","BZN|ES","2535.29"
"01/01/2024 17:00:00 - 01/01/2024 18:00:00","BZN|FR","BZN|GB","3056.75"
"01/01/2024 17:00:00 - 01/01/2024 18:00:00","BZN|FR","BZN|GB(ElecLink)","1023.00"
"01/01/2024 17:00:00 - 01/01/2024 18:00:00","BZN|FR","BZN|GB(IFA2)","4.00"
"01/01/2024 17:00:00 - 01/01/2024 18:00:00","BZN|GB","BZN|FR","0.00"
"01/01/2024 17:00:00 - 01/01/2024 18:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"01/01/2024 17:00:00 - 01/01/2024 18:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"01/01/2024 18:00:00 - 01/01/2024 19:00:00","BZN|IT-North","BZN|FR","0.00"
"01/01/2024 18:00:00 - 01/01/2024 19:00:00","BZN|DE-LU","BZN|FR","0.00"
"01/01/2024 18:00:00 - 01/01/2024 19:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"01/01/2024 18:00:00 - 01/01/2024 19:00:00","BZN|BE","BZN|FR","0.00"
"01/01/2024 18:00:00 - 01/01/2024 19:00:00","BZN|CH","BZN|FR","0.00"
"01/01/2024 18:00:00 - 01/01/2024 19:00:00","BZN|ES","BZN|FR","0.00"
"01/01/2024 18:00:00 - 01/01/2024 19:00:00","BZN|FR","BZN|IT-North","2249.50"
"01/01/2024 18:00:00 - 01/01/2024 19:00:00","BZN|FR","BZN|DE-LU","3289.97"
"01/01/2024 18:00:00 - 01/01/2024 19:00:00","BZN|FR","BZN|GB(IFA)","2028.00"
"01/01/2024 18:00:00 - 01/01/2024 19:00:00","BZN|FR","BZN|BE","3149.19"
"01/01/2024 18:00:00 - 01/01/2024 19:00:00","BZN|FR","BZN|CH","1854.25"
"01/01/2024 18:00:00 - 01/01/2024 19:00:00","BZN|FR","BZN|ES","2930.03"
"01/01/2024 18:00:00 - 01/01/2024 19:00:00","BZN|FR","BZN|GB","3055.00"
"01/01/2024 18:00:00 - 01/01/2024 19:00:00","BZN|FR","BZN|GB(ElecLink)","1023.00"
"01/01/2024 18:00:00 - 01/01/2024 19:00:00","BZN|FR","BZN|GB(IFA2)","4.00"
"01/01/2024 18:00:00 - 01/01/2024 19:00:00","BZN|GB","BZN|FR","0.00"
"01/01/2024 18:00:00 - 01/01/2024 19:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"01/01/2024 18:00:00 - 01/01/2024 19:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"01/01/2024 19:00:00 - 01/01/2024 20:00:00","BZN|IT-North","BZN|FR","0.00"
"01/01/2024 19:00:00 - 01/01/2024 20:00:00","BZN|DE-LU","BZN|FR","0.00"
"01/01/2024 19:00:00 - 01/01/2024 20:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"01/01/2024 19:00:00 - 01/01/2024 20:00:00","BZN|BE","BZN|FR","0.00"
"01/01/2024 19:00:00 - 01/01/2024 20:00:00","BZN|CH","BZN|FR","0.00"
"01/01/2024 19:00:00 - 01/01/2024 20:00:00","BZN|ES","BZN|FR","0.00"
"01/01/2024 19:00:00 - 01/01/2024 20:00:00","BZN|FR","BZN|IT-North","2350.75"
"01/01/2024 19:00:00 - 01/01/2024 20:00:00","BZN|FR","BZN|DE-LU","3651.29"
"01/01/2024 19:00:00 - 01/01/2024 20:00:00","BZN|FR","BZN|GB(IFA)","2030.75"
"01/01/2024 19:00:00 - 01/01/2024 20:00:00","BZN|FR","BZN|BE","2946.36"
"01/01/2024 19:00:00 - 01/01/2024 20:00:00","BZN|FR","BZN|CH","2166.75"
"01/01/2024 19:00:00 - 01/01/2024 20:00:00","BZN|FR","BZN|ES","2775.66"
"01/01/2024 19:00:00 - 01/01/2024 20:00:00","BZN|FR","BZN|GB","3057.75"
"01/01/2024 19:00:00 - 01/01/2024 20:00:00","BZN|FR","BZN|GB(ElecLink)","1023.00"
"01/01/2024 19:00:00 - 01/01/2024 20:00:00","BZN|FR","BZN|GB(IFA2)","4.00"
"01/01/2024 19:00:00 - 01/01/2024 20:00:00","BZN|GB","BZN|FR","0.00"
"01/01/2024 19:00:00 - 01/01/2024 20:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"01/01/2024 19:00:00 - 01/01/2024 20:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"01/01/2024 20:00:00 - 01/01/2024 21:00:00","BZN|IT-North","BZN|FR","0.00"
"01/01/2024 20:00:00 - 01/01/2024 21:00:00","BZN|DE-LU","BZN|FR","0.00"
"01/01/2024 20:00:00 - 01/01/2024 21:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"01/01/2024 20:00:00 - 01/01/2024 21:00:00","BZN|BE","BZN|FR","0.00"
"01/01/2024 20:00:00 - 01/01/2024 21:00:00","BZN|CH","BZN|FR","0.00"
"01/01/2024 20:00:00 - 01/01/2024 21:00:00","BZN|ES","BZN|FR","0.00"
"01/01/2024 20:00:00 - 01/01/2024 21:00:00","BZN|FR","BZN|IT-North","2331.25"
"01/01/2024 20:00:00 - 01/01/2024 21:00:00","BZN|FR","BZN|DE-LU","3958.92"
"01/01/2024 20:00:00 - 01/01/2024 21:00:00","BZN|FR","BZN|GB(IFA)","2028.75"
"01/01/2024 20:00:00 - 01/01/2024 21:00:00","BZN|FR","BZN|BE","3280.94"
"01/01/2024 20:00:00 - 01/01/2024 21:00:00","BZN|FR","BZN|CH","2481.25"
"01/01/2024 20:00:00 - 01/01/2024 21:00:00","BZN|FR","BZN|ES","2700.88"
"01/01/2024 20:00:00 - 01/01/2024 21:00:00","BZN|FR","BZN|GB","3055.75"
"01/01/2024 20:00:00 - 01/01/2024 21:00:00","BZN|FR","BZN|GB(ElecLink)","1023.00"
"01/01/2024 20:00:00 - 01/01/2024 21:00:00","BZN|FR","BZN|GB(IFA2)","4.00"
"01/01/2024 20:00:00 - 01/01/2024 21:00:00","BZN|GB","BZN|FR","0.00"
"01/01/2024 20:00:00 - 01/01/2024 21:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"01/01/2024 20:00:00 - 01/01/2024 21:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"01/01/2024 21:00:00 - 01/01/2024 22:00:00","BZN|IT-North","BZN|FR","0.00"
"01/01/2024 21:00:00 - 01/01/2024 22:00:00","BZN|DE-LU","BZN|FR","0.00"
"01/01/2024 21:00:00 - 01/01/2024 22:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"01/01/2024 21:00:00 - 01/01/2024 22:00:00","BZN|BE","BZN|FR","0.00"
"01/01/2024 21:00:00 - 01/01/2024 22:00:00","BZN|CH","BZN|FR","0.00"
"01/01/2024 21:00:00 - 01/01/2024 22:00:00","BZN|ES","BZN|FR","0.00"
"01/01/2024 21:00:00 - 01/01/2024 22:00:00","BZN|FR","BZN|IT-North","2181.00"
"01/01/2024 21:00:00 - 01/01/2024 22:00:00","BZN|FR","BZN|DE-LU","4151.48"
"01/01/2024 21:00:00 - 01/01/2024 22:00:00","BZN|FR","BZN|GB(IFA)","2028.50"
"01/01/2024 21:00:00 - 01/01/2024 22:00:00","BZN|FR","BZN|BE","2792.70"
"01/01/2024 21:00:00 - 01/01/2024 22:00:00","BZN|FR","BZN|CH","2724.25"
"01/01/2024 21:00:00 - 01/01/2024 22:00:00","BZN|FR","BZN|ES","2759.71"
"01/01/2024 21:00:00 - 01/01/2024 22:00:00","BZN|FR","BZN|GB","3055.50"
"01/01/2024 21:00:00 - 01/01/2024 22:00:00","BZN|FR","BZN|GB(ElecLink)","1023.00"
"01/01/2024 21:00:00 - 01/01/2024 22:00:00","BZN|FR","BZN|GB(IFA2)","4.00"
"01/01/2024 21:00:00 - 01/01/2024 22:00:00","BZN|GB","BZN|FR","0.00"
"01/01/2024 21:00:00 - 01/01/2024 22:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"01/01/2024 21:00:00 - 01/01/2024 22:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"01/01/2024 22:00:00 - 01/01/2024 23:00:00","BZN|IT-North","BZN|FR","0.00"
"01/01/2024 22:00:00 - 01/01/2024 23:00:00","BZN|DE-LU","BZN|FR","0.00"
"01/01/2024 22:00:00 - 01/01/2024 23:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"01/01/2024 22:00:00 - 01/01/2024 23:00:00","BZN|BE","BZN|FR","0.00"
"01/01/2024 22:00:00 - 01/01/2024 23:00:00","BZN|CH","BZN|FR","0.00"
"01/01/2024 22:00:00 - 01/01/2024 23:00:00","BZN|ES","BZN|FR","0.00"
"01/01/2024 22:00:00 - 01/01/2024 23:00:00","BZN|FR","BZN|IT-North","2082.50"
"01/01/2024 22:00:00 - 01/01/2024 23:00:00","BZN|FR","BZN|DE-LU","3676.18"
"01/01/2024 22:00:00 - 01/01/2024 23:00:00","BZN|FR","BZN|GB(IFA)","1955.50"
"01/01/2024 22:00:00 - 01/01/2024 23:00:00","BZN|FR","BZN|BE","2850.80"
"01/01/2024 22:00:00 - 01/01/2024 23:00:00","BZN|FR","BZN|CH","2923.75"
"01/01/2024 22:00:00 - 01/01/2024 23:00:00","BZN|FR","BZN|ES","2796.85"
"01/01/2024 22:00:00 - 01/01/2024 23:00:00","BZN|FR","BZN|GB","2979.50"
"01/01/2024 22:00:00 - 01/01/2024 23:00:00","BZN|FR","BZN|GB(ElecLink)","1020.00"
"01/01/2024 22:00:00 - 01/01/2024 23:00:00","BZN|FR","BZN|GB(IFA2)","4.00"
"01/01/2024 22:00:00 - 01/01/2024 23:00:00","BZN|GB","BZN|FR","0.00"
"01/01/2024 22:00:00 - 01/01/2024 23:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"01/01/2024 22:00:00 - 01/01/2024 23:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"01/01/2024 23:00:00 - 02/01/2024 00:00:00","BZN|IT-North","BZN|FR","0.00"
"01/01/2024 23:00:00 - 02/01/2024 00:00:00","BZN|DE-LU","BZN|FR","0.00"
"01/01/2024 23:00:00 - 02/01/2024 00:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"01/01/2024 23:00:00 - 02/01/2024 00:00:00","BZN|BE","BZN|FR","0.00"
"01/01/2024 23:00:00 - 02/01/2024 00:00:00","BZN|CH","BZN|FR","0.00"
"01/01/2024 23:00:00 - 02/01/2024 00:00:00","BZN|ES","BZN|FR","0.00"
"01/01/2024 23:00:00 - 02/01/2024 00:00:00","BZN|FR","BZN|IT-North","1908.25"
"01/01/2024 23:00:00 - 02/01/2024 00:00:00","BZN|FR","BZN|DE-LU","3158.40"
"01/01/2024 23:00:00 - 02/01/2024 00:00:00","BZN|FR","BZN|GB(IFA)","1311.25"
"01/01/2024 23:00:00 - 02/01/2024 00:00:00","BZN|FR","BZN|BE","2537.62"
"01/01/2024 23:00:00 - 02/01/2024 00:00:00","BZN|FR","BZN|CH","3036.75"
"01/01/2024 23:00:00 - 02/01/2024 00:00:00","BZN|FR","BZN|ES","2739.81"
"01/01/2024 23:00:00 - 02/01/2024 00:00:00","BZN|FR","BZN|GB","2194.25"
"01/01/2024 23:00:00 - 02/01/2024 00:00:00","BZN|FR","BZN|GB(ElecLink)","879.00"
"01/01/2024 23:00:00 - 02/01/2024 00:00:00","BZN|FR","BZN|GB(IFA2)","4.00"
"01/01/2024 23:00:00 - 02/01/2024 00:00:00","BZN|GB","BZN|FR","0.00"
"01/01/2024 23:00:00 - 02/01/2024 00:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"01/01/2024 23:00:00 - 02/01/2024 00:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"02/01/2024 00:00:00 - 02/01/2024 01:00:00","BZN|IT-North","BZN|FR","0.00"
"02/01/2024 00:00:00 - 02/01/2024 01:00:00","BZN|DE-LU","BZN|FR","0.00"
"02/01/2024 00:00:00 - 02/01/2024 01:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"02/01/2024 00:00:00 - 02/01/2024 01:00:00","BZN|BE","BZN|FR","0.00"
"02/01/2024 00:00:00 - 02/01/2024 01:00:00","BZN|CH","BZN|FR","0.00"
"02/01/2024 00:00:00 - 02/01/2024 01:00:00","BZN|ES","BZN|FR","0.00"
"02/01/2024 00:00:00 - 02/01/2024 01:00:00","BZN|FR","BZN|IT-North","1956.00"
"02/01/2024 00:00:00 - 02/01/2024 01:00:00","BZN|FR","BZN|DE-LU","3460.96"
"02/01/2024 00:00:00 - 02/01/2024 01:00:00","BZN|FR","BZN|GB(IFA)","1154.00"
"02/01/2024 00:00:00 - 02/01/2024 01:00:00","BZN|FR","BZN|BE","2219.16"
"02/01/2024 00:00:00 - 02/01/2024 01:00:00","BZN|FR","BZN|CH","3184.00"
"02/01/2024 00:00:00 - 02/01/2024 01:00:00","BZN|FR","BZN|ES","2519.91"
"02/01/2024 00:00:00 - 02/01/2024 01:00:00","BZN|FR","BZN|GB","2001.00"
"02/01/2024 00:00:00 - 02/01/2024 01:00:00","BZN|FR","BZN|GB(ElecLink)","843.00"
