"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"11/01/2024 03:00:00 - 11/01/2024 04:00:00","BZN|IE(SEM)","Without sequence","84.66","",""
"11/01/2024 04:00:00 - 11/01/2024 05:00:00","BZN|IE(SEM)","Without sequence","84.66","",""
"11/01/2024 05:00:00 - 11/01/2024 06:00:00","BZN|IE(SEM)","Without sequence","86.0","",""
"11/01/2024 06:00:00 - 11/01/2024 07:00:00","BZN|IE(SEM)","Without sequence","84.66","",""
"11/01/2024 07:00:00 - 11/01/2024 08:00:00","BZN|IE(SEM)","Without sequence","92.97","",""
"11/01/2024 08:00:00 - 11/01/2024 09:00:00","BZN|IE(SEM)","Without sequence","128.0","",""
"11/01/2024 09:00:00 - 11/01/2024 10:00:00","BZN|IE(SEM)","Without sequence","133.0","",""
"11/01/2024 10:00:00 - 11/01/2024 11:00:00","BZN|IE(SEM)","Without sequence","126.0","",""
"11/01/2024 11:00:00 - 11/01/2024 12:00:00","BZN|IE(SEM)","Without sequence","118.08","",""
"11/01/2024 12:00:00 - 11/01/2024 13:00:00","BZN|IE(SEM)","Without sequence","112.79","",""
"11/01/2024 13:00:00 - 11/01/2024 14:00:00","BZN|IE(SEM)","Without sequence","113.27","",""
"11/01/2024 14:00:00 - 11/01/2024 15:00:00","BZN|IE(SEM)","Without sequence","113.0","",""
"11/01/2024 15:00:00 - 11/01/2024 16:00:00","BZN|IE(SEM)","Without sequence","123.0","",""
"11/01/2024 16:00:00 - 11/01/2024 17:00:00","BZN|IE(SEM)","Without sequence","135.62","",""
"11/01/2024 17:00:00 - 11/01/2024 18:00:00","BZN|IE(SEM)","Without sequence","150.4","",""
"11/01/2024 18:00:00 - 11/01/2024 19:00:00","BZN|IE(SEM)","Without sequence","188.3","",""
"11/01/2024 19:00:00 - 11/01/2024 20:00:00","BZN|IE(SEM)","Without sequence","171.0","",""
"11/01/2024 20:00:00 - 11/01/2024 21:00:00","BZN|IE(SEM)","Without sequence","135.7","",""
"11/01/2024 21:00:00 - 11/01/2024 22:00:00","BZN|IE(SEM)","Without sequence","113.0","",""
"11/01/2024 22:00:00 - 11/01/2024 23:00:00","BZN|IE(SEM)","Without sequence","103.0","",""
"11/01/2024 23:00:00 - 12/01/2024 00:00:00","BZN|IE(SEM)","Without sequence","94.0","",""
"12/01/2024 00:00:00 - 12/01/2024 01:00:00","BZN|IE(SEM)","Without sequence","96.19","",""
"12/01/2024 01:00:00 - 12/01/2024 02:00:00","BZN|IE(SEM)","Without sequence","94.98","",""
"12/01/2024 02:00:00 - 12/01/2024 03:00:00","BZN|IE(SEM)","Without sequence","100.0","",""
"12/01/2024 03:00:00 - 12/01/2024 04:00:00","BZN|IE(SEM)","Without sequence","99.21","",""
"12/01/2024 04:00:00 - 12/01/2024 05:00:00","BZN|IE(SEM)","Without sequence","99.21","",""
"12/01/2024 05:00:00 - 12/01/2024 06:00:00","BZN|IE(SEM)","Without sequence","98.01","",""
"12/01/2024 06:00:00 - 12/01/2024 07:00:00","BZN|IE(SEM)","Without sequence","95.0","",""
"12/01/2024 07:00:00 - 12/01/2024 08:00:00","BZN|IE(SEM)","Without sequence","104.97","",""
"12/01/2024 08:00:00 - 12/01/2024 09:00:00","BZN|IE(SEM)","Without sequence","140.84","",""
"12/01/2024 09:00:00 - 12/01/2024 10:00:00","BZN|IE(SEM)","Without sequence","163.45","",""
"12/01/2024 10:00:00 - 12/01/2024 11:00:00","BZN|IE(SEM)","Without sequence","165.2","",""
"12/01/2024 11:00:00 - 12/01/2024 12:00:00","BZN|IE(SEM)","Without sequence","206.99","",""
"12/01/2024 12:00:00 - 12/01/2024 13:00:00","BZN|IE(SEM)","Without sequence","200.0","",""
"12/01/2024 13:00:00 - 12/01/2024 14:00:00","BZN|IE(SEM)","Without sequence","189.42","",""
"12/01/2024 14:00:00 - 12/01/2024 15:00:00","BZN|IE(SEM)","Without sequence","169.76","",""
"12/01/2024 15:00:00 - 12/01/2024 16:00:00","BZN|IE(SEM)","Without sequence","164.58","",""
"12/01/2024 16:00:00 - 12/01/2024 17:00:00","BZN|IE(SEM)","Without sequence","171.33","",""
"12/01/2024 17:00:00 - 12/01/2024 18:00:00","BZN|IE(SEM)","Without sequence","184.48","",""
"12/01/2024 18:00:00 - 12/01/2024 19:00:00","BZN|IE(SEM)","Without sequence","272.9","",""
"12/01/2024 19:00:00 - 12/01/2024 20:00:00","BZN|IE(SEM)","Without sequence","255.5","",""
"12/01/2024 20:00:00 - 12/01/2024 21:00:00","BZN|IE(SEM)","Without sequence","195.0","",""
"12/01/2024 21:00:00 - 12/01/2024 22:00:00","BZN|IE(SEM)","Without sequence","133.81","",""
"12/01/2024 22:00:00 - 12/01/2024 23:00:00","BZN|IE(SEM)","Without sequence","112.25","",""
"12/01/2024 23:00:00 - 13/01/2024 00:00:00","BZN|IE(SEM)","Without sequence","104.92","",""
"13/01/2024 00:00:00 - 13/01/2024 01:00:00","BZN|IE(SEM)","Without sequence","117.44","",""
"13/01/2024 01:00:00 - 13/01/2024 02:00:00","BZN|IE(SEM)","Without sequence","109.31","",""
"13/01/2024 02:00:00 - 13/01/2024 03:00:00","BZN|IE(SEM)","Without sequence","109.31","",""
"13/01/2024 03:00:00 - 13/01/2024 04:00:00","BZN|IE(SEM)","Without sequence","109.31","",""
"13/01/2024 04:00:00 - 13/01/2024 05:00:00","BZN|IE(SEM)","Without sequence","106.0","",""
"13/01/2024 05:00:00 - 13/01/2024 06:00:00","BZN|IE(SEM)","Without sequence","104.05","",""
"13/01/2024 06:00:00 - 13/01/2024 07:00:00","BZN|IE(SEM)","Without sequence","90.81","",""
"13/01/2024 07:00:00 - 13/01/2024 08:00:00","BZN|IE(SEM)","Without sequence","91.0","",""
"13/01/2024 08:00:00 - 13/01/2024 09:00:00","BZN|IE(SEM)","Without sequence","92.75","",""
"13/01/2024 09:00:00 - 13/01/2024 10:00:00","BZN|IE(SEM)","Without sequence","103.6","",""
"13/01/2024 10:00:00 - 13/01/2024 11:00:00","BZN|IE(SEM)","Without sequence","113.27","",""
"13/01/2024 11:00:00 - 13/01/2024 12:00:00","BZN|IE(SEM)","Without sequence","113.8","",""
"13/01/2024 12:00:00 - 13/01/2024 13:00:00","BZN|IE(SEM)","Without sequence","116.9","",""
"13/01/2024 13:00:00 - 13/01/2024 14:00:00","BZN|IE(SEM)","Without sequence","113.8","",""
"13/01/2024 14:00:00 - 13/01/2024 15:00:00","BZN|IE(SEM)","Without sequence","113.8","",""
"13/01/2024 15:00:00 - 13/01/2024 16:00:00","BZN|IE(SEM)","Without sequence","107.77","",""
"13/01/2024 16:00:00 - 13/01/2024 17:00:00","BZN|IE(SEM)","Without sequence","114.46","",""
"13/01/2024 17:00:00 - 13/01/2024 18:00:00","BZN|IE(SEM)","Without sequence","137.02","",""
"13/01/2024 18:00:00 - 13/01/2024 19:00:00","BZN|IE(SEM)","Without sequence","192.15","",""
"13/01/2024 19:00:00 - 13/01/2024 20:00:00","BZN|IE(SEM)","Without sequence","176.17","",""
"13/01/2024 20:00:00 - 13/01/2024 21:00:00","BZN|IE(SEM)","Without sequence","136.52","",""
"13/01/2024 21:00:00 - 13/01/2024 22:00:00","BZN|IE(SEM)","Without sequence","113.68","",""
"13/01/2024 22:00:00 - 13/01/2024 23:00:00","BZN|IE(SEM)","Without sequence","103.35","",""
"13/01/2024 23:00:00 - 14/01/2024 00:00:00","BZN|IE(SEM)","Without sequence","102.86","",""
"14/01/2024 00:00:00 - 14/01/2024 01:00:00","BZN|IE(SEM)","Without sequence","105.0","",""
"14/01/2024 01:00:00 - 14/01/2024 02:00:00","BZN|IE(SEM)","Without sequence","107.72","",""
"14/01/2024 02:00:00 - 14/01/2024 03:00:00","BZN|IE(SEM)","Without sequence","107.68","",""
"14/01/2024 03:00:00 - 14/01/2024 04:00:00","BZN|IE(SEM)","Without sequence","105.72","",""
"14/01/2024 04:00:00 - 14/01/2024 05:00:00","BZN|IE(SEM)","Without sequence","104.0","",""
"14/01/2024 05:00:00 - 14/01/2024 06:00:00","BZN|IE(SEM)","Without sequence","100.72","",""
"14/01/2024 06:00:00 - 14/01/2024 07:00:00","BZN|IE(SEM)","Without sequence","89.64","",""
"14/01/2024 07:00:00 - 14/01/2024 08:00:00","BZN|IE(SEM)","Without sequence","90.06","",""
"14/01/2024 08:00:00 - 14/01/2024 09:00:00","BZN|IE(SEM)","Without sequence","92.18","",""
"14/01/2024 09:00:00 - 14/01/2024 10:00:00","BZN|IE(SEM)","Without sequence","94.89","",""
"14/01/2024 10:00:00 - 14/01/2024 11:00:00","BZN|IE(SEM)","Without sequence","101.0","",""
"14/01/2024 11:00:00 - 14/01/2024 12:00:00","BZN|IE(SEM)","Without sequence","118.34","",""
"14/01/2024 12:00:00 - 14/01/2024 13:00:00","BZN|IE(SEM)","Without sequence","122.5","",""
"14/01/2024 13:00:00 - 14/01/2024 14:00:00","BZN|IE(SEM)","Without sequence","125.0","",""
"14/01/2024 14:00:00 - 14/01/2024 15:00:00","BZN|IE(SEM)","Without sequence","118.45","",""
"14/01/2024 15:00:00 - 14/01/2024 16:00:00","BZN|IE(SEM)","Without sequence","104.01","",""
"14/01/2024 16:00:00 - 14/01/2024 17:00:00","BZN|IE(SEM)","Without sequence","107.82","",""
"14/01/2024 17:00:00 - 14/01/2024 18:00:00","BZN|IE(SEM)","Without sequence","120.0","",""
"14/01/2024 18:00:00 - 14/01/2024 19:00:00","BZN|IE(SEM)","Without sequence","135.0","",""
"14/01/2024 19:00:00 - 14/01/2024 20:00:00","BZN|IE(SEM)","Without sequence","124.1","",""
"14/01/2024 20:00:00 - 14/01/2024 21:00:00","BZN|IE(SEM)","Without sequence","96.0","",""
"14/01/2024 21:00:00 - 14/01/2024 22:00:00","BZN|IE(SEM)","Without sequence","90.32","",""
"14/01/2024 22:00:00 - 14/01/2024 23:00:00","BZN|IE(SEM)","Without sequence","85.95","",""
"14/01/2024 23:00:00 - 15/01/2024 00:00:00","BZN|IE(SEM)","Without sequence","80.09","",""
"15/01/2024 00:00:00 - 15/01/2024 01:00:00","BZN|IE(SEM)","Without sequence","87.4","",""
"15/01/2024 01:00:00 - 15/01/2024 02:00:00","BZN|IE(SEM)","Without sequence","83.79","",""
"15/01/2024 02:00:00 - 15/01/2024 03:00:00","BZN|IE(SEM)","Without sequence","82.04","",""
"15/01/2024 03:00:00 - 15/01/2024 04:00:00","BZN|IE(SEM)","Without sequence","77.43","",""
"15/01/2024 04:00:00 - 15/01/2024 05:00:00","BZN|IE(SEM)","Without sequence","77.07","",""
"15/01/2024 05:00:00 - 15/01/2024 06:00:00","BZN|IE(SEM)","Without sequence","77.43","",""
"15/01/2024 06:00:00 - 15/01/2024 07:00:00","BZN|IE(SEM)","Without sequence","84.93","",""
"15/01/2024 07:00:00 - 15/01/2024 08:00:00","BZN|IE(SEM)","Without sequence","91.53","",""
"15/01/2024 08:00:00 - 15/01/2024 09:00:00","BZN|IE(SEM)","Without sequence","98.0","",""
"15/01/2024 09:00:00 - 15/01/2024 10:00:00","BZN|IE(SEM)","Without sequence","101.9","",""
"15/01/2024 10:00:00 - 15/01/2024 11:00:00","BZN|IE(SEM)","Without sequence","108.0","",""
"15/01/2024 11:00:00 - 15/01/2024 12:00:00","BZN|IE(SEM)","Without sequence","106.84","",""
"15/01/2024 12:00:00 - 15/01/2024 13:00:00","BZN|IE(SEM)","Without sequence","130.0","",""
"15/01/2024 13:00:00 - 15/01/2024 14:00:00","BZN|IE(SEM)","Without sequence","137.43","",""
"15/01/2024 14:00:00 - 15/01/2024 15:00:00","BZN|IE(SEM)","Without sequence","140.0","",""
"15/01/2024 15:00:00 - 15/01/2024 16:00:00","BZN|IE(SEM)","Without sequence","140.0","",""
"15/01/2024 16:00:00 - 15/01/2024 17:00:00","BZN|IE(SEM)","Without sequence","174.71","",""
"15/01/2024 17:00:00 - 15/01/2024 18:00:00","BZN|IE(SEM)","Without sequence","245.0","",""
"15/01/2024 18:00:00 - 15/01/2024 19:00:00","BZN|IE(SEM)","Without sequence","304.36","",""
"15/01/2024 19:00:00 - 15/01/2024 20:00:00","BZN|IE(SEM)","Without sequence","284.23","",""
"15/01/2024 20:00:00 - 15/01/2024 21:00:00","BZN|IE(SEM)","Without sequence","202.77","",""
"15/01/2024 21:00:00 - 15/01/2024 22:00:00","BZN|IE(SEM)","Without sequence","169.14","",""
"15/01/2024 22:00:00 - 15/01/2024 23:00:00","BZN|IE(SEM)","Without sequence","111.54","",""
"15/01/2024 23:00:00 - 16/01/2024 00:00:00","BZN|IE(SEM)","Without sequence","97.0","",""
"16/01/2024 00:00:00 - 16/01/2024 01:00:00","BZN|IE(SEM)","Without sequence","108.15","",""
"16/01/2024 01:00:00 - 16/01/2024 02:00:00","BZN|IE(SEM)","Without sequence","103.49","",""
"16/01/2024 02:00:00 - 16/01/2024 03:00:00","BZN|IE(SEM)","Without sequence","103.0","",""
"16/01/2024 03:00:00 - 16/01/2024 04:00:00","BZN|IE(SEM)","Without sequence","97.57","",""
"16/01/2024 04:00:00 - 16/01/2024 05:00:00","BZN|IE(SEM)","Without sequence","94.82","",""
"16/01/2024 05:00:00 - 16/01/2024 06:00:00","BZN|IE(SEM)","Without sequence","88.58","",""
"16/01/2024 06:00:00 - 16/01/2024 07:00:00","BZN|IE(SEM)","Without sequence","87.2","",""
"16/01/2024 07:00:00 - 16/01/2024 08:00:00","BZN|IE(SEM)","Without sequence","93.02","",""
"16/01/2024 08:00:00 - 16/01/2024 09:00:00","BZN|IE(SEM)","Without sequence","115.35","",""
"16/01/2024 09:00:00 - 16/01/2024 10:00:00","BZN|IE(SEM)","Without sequence","122.16","",""
"16/01/2024 10:00:00 - 16/01/2024 11:00:00","BZN|IE(SEM)","Without sequence","118.15","",""
"16/01/2024 11:00:00 - 16/01/2024 12:00:00","BZN|IE(SEM)","Without sequence","110.0","",""
"16/01/2024 12:00:00 - 16/01/2024 13:00:00","BZN|IE(SEM)","Without sequence","100.35","",""
"16/01/2024 13:00:00 - 16/01/2024 14:00:00","BZN|IE(SEM)","Without sequence","99.0","",""
"16/01/2024 14:00:00 - 16/01/2024 15:00:00","BZN|IE(SEM)","Without sequence","99.37","",""
"16/01/2024 15:00:00 - 16/01/2024 16:00:00","BZN|IE(SEM)","Without sequence","102.0","",""
"16/01/2024 16:00:00 - 16/01/2024 17:00:00","BZN|IE(SEM)","Without sequence","110.97","",""
"16/01/2024 17:00:00 - 16/01/2024 18:00:00","BZN|IE(SEM)","Without sequence","145.0","",""
"16/01/2024 18:00:00 - 16/01/2024 19:00:00","BZN|IE(SEM)","Without sequence","185.45","",""
"16/01/2024 19:00:00 - 16/01/2024 20:00:00","BZN|IE(SEM)","Without sequence","195.0","",""
"16/01/2024 20:00:00 - 16/01/2024 21:00:00","BZN|IE(SEM)","Without sequence","175.94","",""
"16/01/2024 21:00:00 - 16/01/2024 22:00:00","BZN|IE(SEM)","Without sequence","160.28","",""
"16/01/2024 22:00:00 - 16/01/2024 23:00:00","BZN|IE(SEM)","Without sequence","122.2","",""
"16/01/2024 23:00:00 - 17/01/2024 00:00:00","BZN|IE(SEM)","Without sequence","103.49","",""
"17/01/2024 00:00:00 - 17/01/2024 01:00:00","BZN|IE(SEM)","Without sequence","102.8","",""
"17/01/2024 01:00:00 - 17/01/2024 02:00:00","BZN|IE(SEM)","Without sequence","98.8","",""
"17/01/2024 02:00:00 - 17/01/2024 03:00:00","BZN|IE(SEM)","Without sequence","97.0","",""
"17/01/2024 03:00:00 - 17/01/2024 04:00:00","BZN|IE(SEM)","Without sequence","95.7","",""
"17/01/2024 04:00:00 - 17/01/2024 05:00:00","BZN|IE(SEM)","Without sequence","90.04","",""
"17/01/2024 05:00:00 - 17/01/2024 06:00:00","BZN|IE(SEM)","Without sequence","89.99","",""
"17/01/2024 06:00:00 - 17/01/2024 07:00:00","BZN|IE(SEM)","Without sequence","87.63","",""
"17/01/2024 07:00:00 - 17/01/2024 08:00:00","BZN|IE(SEM)","Without sequence","95.29","",""
"17/01/2024 08:00:00 - 17/01/2024 09:00:00","BZN|IE(SEM)","Without sequence","123.72","",""
"17/01/2024 09:00:00 - 17/01/2024 10:00:00","BZN|IE(SEM)","Without sequence","150.97","",""
"17/01/2024 10:00:00 - 17/01/2024 11:00:00","BZN|IE(SEM)","Without sequence","160.6","",""
"17/01/2024 11:00:00 - 17/01/2024 12:00:00","BZN|IE(SEM)","Without sequence","167.9","",""
"17/01/2024 12:00:00 - 17/01/2024 13:00:00","BZN|IE(SEM)","Without sequence","176.14","",""
"17/01/2024 13:00:00 - 17/01/2024 14:00:00","BZN|IE(SEM)","Without sequence","162.46","",""
"17/01/2024 14:00:00 - 17/01/2024 15:00:00","BZN|IE(SEM)","Without sequence","145.0","",""
"17/01/2024 15:00:00 - 17/01/2024 16:00:00","BZN|IE(SEM)","Without sequence","140.8","",""
"17/01/2024 16:00:00 - 17/01/2024 17:00:00","BZN|IE(SEM)","Without sequence","153.0","",""
"17/01/2024 17:00:00 - 17/01/2024 18:00:00","BZN|IE(SEM)","Without sequence","190.0","",""
"17/01/2024 18:00:00 - 17/01/2024 19:00:00","BZN|IE(SEM)","Without sequence","245.0","",""
"17/01/2024 19:00:00 - 17/01/2024 20:00:00","BZN|IE(SEM)","Without sequence","245.0","",""
"17/01/2024 20:00:00 - 17/01/2024 21:00:00","BZN|IE(SEM)","Without sequence","173.5","",""
"17/01/2024 21:00:00 - 17/01/2024 22:00:00","BZN|IE(SEM)","Without sequence","135.0","",""
"17/01/2024 22:00:00 - 17/01/2024 23:00:00","BZN|IE(SEM)","Without sequence","105.65","",""
"17/01/2024 23:00:00 - 18/01/2024 00:00:00","BZN|IE(SEM)","Without sequence","95.96","",""
"18/01/2024 00:00:00 - 18/01/2024 01:00:00","BZN|IE(SEM)","Without sequence","93.64","",""
"18/01/2024 01:00:00 - 18/01/2024 02:00:00","BZN|IE(SEM)","Without sequence","86.77","",""
"18/01/2024 02:00:00 - 18/01/2024 03:00:00","BZN|IE(SEM)","Without sequence","90.5","",""
"18/01/2024 03:00:00 - 18/01/2024 04:00:00","BZN|IE(SEM)","Without sequence","89.4","",""
"18/01/2024 04:00:00 - 18/01/2024 05:00:00","BZN|IE(SEM)","Without sequence","86.5","",""
"18/01/2024 05:00:00 - 18/01/2024 06:00:00","BZN|IE(SEM)","Without sequence","86.5","",""
"18/01/2024 06:00:00 - 18/01/2024 07:00:00","BZN|IE(SEM)","Without sequence","83.74","",""
"18/01/2024 07:00:00 - 18/01/2024 08:00:00","BZN|IE(SEM)","Without sequence","86.93","",""
"18/01/2024 08:00:00 - 18/01/2024 09:00:00","BZN|IE(SEM)","Without sequence","110.66","",""
"18/01/2024 09:00:00 - 18/01/2024 10:00:00","BZN|IE(SEM)","Without sequence","131.6","",""
"18/01/2024 10:00:00 - 18/01/2024 11:00:00","BZN|IE(SEM)","Without sequence","155.6","",""
"18/01/2024 11:00:00 - 18/01/2024 12:00:00","BZN|IE(SEM)","Without sequence","150.3","",""
"18/01/2024 12:00:00 - 18/01/2024 13:00:00","BZN|IE(SEM)","Without sequence","150.44","",""
"18/01/2024 13:00:00 - 18/01/2024 14:00:00","BZN|IE(SEM)","Without sequence","155.0","",""
"18/01/2024 14:00:00 - 18/01/2024 15:00:00","BZN|IE(SEM)","Without sequence","149.56","",""
"18/01/2024 15:00:00 - 18/01/2024 16:00:00","BZN|IE(SEM)","Without sequence","140.0","",""
"18/01/2024 16:00:00 - 18/01/2024 17:00:00","BZN|IE(SEM)","Without sequence","152.5","",""
"18/01/2024 17:00:00 - 18/01/2024 18:00:00","BZN|IE(SEM)","Without sequence","183.93","",""
"18/01/2024 18:00:00 - 18/01/2024 19:00:00","BZN|IE(SEM)","Without sequence","273.73","",""
"18/01/2024 19:00:00 - 18/01/2024 20:00:00","BZN|IE(SEM)","Without sequence","265.0","",""
"18/01/2024 20:00:00 - 18/01/2024 21:00:00","BZN|IE(SEM)","Without sequence","195.0","",""
"18/01/2024 21:00:00 - 18/01/2024 22:00:00","BZN|IE(SEM)","Without sequence","169.01","",""
"18/01/2024 22:00:00 - 18/01/2024 23:00:00","BZN|IE(SEM)","Without sequence","119.68","",""
"18/01/2024 23:00:00 - 19/01/2024 00:00:00","BZN|IE(SEM)","Without sequence","95.0","",""
"19/01/2024 00:00:00 - 19/01/2024 01:00:00","BZN|IE(SEM)","Without sequence","135.0","",""
"19/01/2024 01:00:00 - 19/01/2024 02:00:00","BZN|IE(SEM)","Without sequence","102.65","",""
"19/01/2024 02:00:00 - 19/01/2024 03:00:00","BZN|IE(SEM)","Without sequence","102.65","",""
"19/01/2024 03:00:00 - 19/01/2024 04:00:00","BZN|IE(SEM)","Without sequence","89.8","",""
"19/01/2024 04:00:00 - 19/01/2024 05:00:00","BZN|IE(SEM)","Without sequence","81.86","",""
"19/01/2024 05:00:00 - 19/01/2024 06:00:00","BZN|IE(SEM)","Without sequence","81.0","",""
"19/01/2024 06:00:00 - 19/01/2024 07:00:00","BZN|IE(SEM)","Without sequence","75.85","",""
"19/01/2024 07:00:00 - 19/01/2024 08:00:00","BZN|IE(SEM)","Without sequence","85.06","",""
"19/01/2024 08:00:00 - 19/01/2024 09:00:00","BZN|IE(SEM)","Without sequence","109.53","",""
"19/01/2024 09:00:00 - 19/01/2024 10:00:00","BZN|IE(SEM)","Without sequence","119.2","",""
"19/01/2024 10:00:00 - 19/01/2024 11:00:00","BZN|IE(SEM)","Without sequence","110.0","",""
"19/01/2024 11:00:00 - 19/01/2024 12:00:00","BZN|IE(SEM)","Without sequence","91.94","",""
"19/01/2024 12:00:00 - 19/01/2024 13:00:00","BZN|IE(SEM)","Without sequence","82.06","",""
"19/01/2024 13:00:00 - 19/01/2024 14:00:00","BZN|IE(SEM)","Without sequence","83.6","",""
"19/01/2024 14:00:00 - 19/01/2024 15:00:00","BZN|IE(SEM)","Without sequence","76.26","",""
"19/01/2024 15:00:00 - 19/01/2024 16:00:00","BZN|IE(SEM)","Without sequence","77.31","",""
"19/01/2024 16:00:00 - 19/01/2024 17:00:00","BZN|IE(SEM)","Without sequence","78.42","",""
"19/01/2024 17:00:00 - 19/01/2024 18:00:00","BZN|IE(SEM)","Without sequence","90.82","",""
"19/01/2024 18:00:00 - 19/01/2024 19:00:00","BZN|IE(SEM)","Without sequence","92.98","",""
"19/01/2024 19:00:00 - 19/01/2024 20:00:00","BZN|IE(SEM)","Without sequence","85.36","",""
"19/01/2024 20:00:00 - 19/01/2024 21:00:00","BZN|IE(SEM)","Without sequence","80.81","",""
"19/01/2024 21:00:00 - 19/01/2024 22:00:00","BZN|IE(SEM)","Without sequence","75.64","",""
"19/01/2024 22:00:00 - 19/01/2024 23:00:00","BZN|IE(SEM)","Without sequence","69.93","",""
"19/01/2024 23:00:00 - 20/01/2024 00:00:00","BZN|IE(SEM)","Without sequence","52.0","",""
"20/01/2024 00:00:00 - 20/01/2024 01:00:00","BZN|IE(SEM)","Without sequence","47.3","",""
"20/01/2024 01:00:00 - 20/01/2024 02:00:00","BZN|IE(SEM)","Without sequence","15.0","",""
"20/01/2024 02:00:00 - 20/01/2024 03:00:00","BZN|IE(SEM)","Without sequence","15.0","",""
"20/01/2024 03:00:00 - 20/01/2024 04:00:00","BZN|IE(SEM)","Without sequence","6.41","",""
"20/01/2024 04:00:00 - 20/01/2024 05:00:00","BZN|IE(SEM)","Without sequence","5.32","",""
"20/01/2024 05:00:00 - 20/01/2024 06:00:00","BZN|IE(SEM)","Without sequence","11.11","",""
"20/01/2024 06:00:00 - 20/01/2024 07:00:00","BZN|IE(SEM)","Without sequence","28.1","",""
"20/01/2024 07:00:00 - 20/01/2024 08:00:00","BZN|IE(SEM)","Without sequence","34.0","",""
"20/01/2024 08:00:00 - 20/01/2024 09:00:00","BZN|IE(SEM)","Without sequence","58.32","",""
"20/01/2024 09:00:00 - 20/01/2024 10:00:00","BZN|IE(SEM)","Without sequence","71.0","",""
"20/01/2024 10:00:00 - 20/01/2024 11:00:00","BZN|IE(SEM)","Without sequence","77.55","",""
"20/01/2024 11:00:00 - 20/01/2024 12:00:00","BZN|IE(SEM)","Without sequence","74.37","",""
"20/01/2024 12:00:00 - 20/01/2024 13:00:00","BZN|IE(SEM)","Without sequence","73.87","",""
"20/01/2024 13:00:00 - 20/01/2024 14:00:00","BZN|IE(SEM)","Without sequence","70.4","",""
"20/01/2024 14:00:00 - 20/01/2024 15:00:00","BZN|IE(SEM)","Without sequence","68.49","",""
"20/01/2024 15:00:00 - 20/01/2024 16:00:00","BZN|IE(SEM)","Without sequence","65.5","",""
"20/01/2024 16:00:00 - 20/01/2024 17:00:00","BZN|IE(SEM)","Without sequence","65.42","",""
"20/01/2024 17:00:00 - 20/01/2024 18:00:00","BZN|IE(SEM)","Without sequence","80.47","",""
"20/01/2024 18:00:00 - 20/01/2024 19:00:00","BZN|IE(SEM)","Without sequence","88.55","",""
"20/01/2024 19:00:00 - 20/01/2024 20:00:00","BZN|IE(SEM)","Without sequence","88.85","",""
"20/01/2024 20:00:00 - 20/01/2024 21:00:00","BZN|IE(SEM)","Without sequence","82.4","",""
"20/01/2024 21:00:00 - 20/01/2024 22:00:00","BZN|IE(SEM)","Without sequence","80.55","",""
"20/01/2024 22:00:00 - 20/01/2024 23:00:00","BZN|IE(SEM)","Without sequence","77.9","",""
"20/01/2024 23:00:00 - 21/01/2024 00:00:00","BZN|IE(SEM)","Without sequence","73.48","",""
"21/01/2024 00:00:00 - 21/01/2024 01:00:00","BZN|IE(SEM)","Without sequence","77.91","",""
"21/01/2024 01:00:00 - 21/01/2024 02:00:00","BZN|IE(SEM)","Without sequence","62.9","",""
"21/01/2024 02:00:00 - 21/01/2024 03:00:00","BZN|IE(SEM)","Without sequence","56.81","",""
"21/01/2024 03:00:00 - 21/01/2024 04:00:00","BZN|IE(SEM)","Without sequence","46.64","",""
"21/01/2024 04:00:00 - 21/01/2024 05:00:00","BZN|IE(SEM)","Without sequence","41.11","",""
"21/01/2024 05:00:00 - 21/01/2024 06:00:00","BZN|IE(SEM)","Without sequence","31.0","",""
"21/01/2024 06:00:00 - 21/01/2024 07:00:00","BZN|IE(SEM)","Without sequence","31.13","",""
"21/01/2024 07:00:00 - 21/01/2024 08:00:00","BZN|IE(SEM)","Without sequence","38.85","",""
"21/01/2024 08:00:00 - 21/01/2024 09:00:00","BZN|IE(SEM)","Without sequence","41.81","",""
"21/01/2024 09:00:00 - 21/01/2024 10:00:00","BZN|IE(SEM)","Without sequence","41.4","",""
"21/01/2024 10:00:00 - 21/01/2024 11:00:00","BZN|IE(SEM)","Without sequence","51.2","",""
"21/01/2024 11:00:00 - 21/01/2024 12:00:00","BZN|IE(SEM)","Without sequence","62.9","",""
"21/01/2024 12:00:00 - 21/01/2024 13:00:00","BZN|IE(SEM)","Without sequence","66.03","",""
"21/01/2024 13:00:00 - 21/01/2024 14:00:00","BZN|IE(SEM)","Without sequence","69.52","",""
